,NIT,SXT,CIP,LVX
1991,True,True,True,True
1992,True,False,False,True
1993,True,True,False,False
1994,True,True,False,False
1995,True,True,True,True
1996,True,False,False,False
1997,True,True,True,True
1998,True,True,True,True
1999,False,True,False,False
2000,True,False,False,False
2001,True,True,True,True
2002,True,True,False,False
2003,False,True,False,False
2004,True,True,True,True
2005,True,True,True,True
2006,True,True,True,True
2007,True,True,True,True
2008,True,True,False,False
2009,True,True,True,True
2010,True,True,True,True
2011,True,True,True,True
2012,True,True,False,False
2013,True,True,True,True
2014,True,True,False,False
2015,True,True,True,True
2016,True,False,False,False
2017,True,True,False,False
2018,True,True,True,True
2019,True,True,True,True
2020,True,True,True,True
2021,True,True,True,True
2022,True,True,False,True
2023,True,True,True,True
2024,True,True,True,True
2025,True,True,True,True
2026,True,True,True,True
2027,True,True,True,True
2028,True,True,True,True
2029,True,True,False,False
2030,True,True,True,True
2031,True,True,True,True
2032,True,True,True,True
2033,True,True,False,False
2034,True,True,True,True
2035,True,True,False,False
2036,True,True,True,True
2037,True,True,True,True
2038,True,True,True,True
2039,True,True,False,False
2040,True,True,True,True
2041,True,True,True,True
2042,True,True,True,True
2043,True,True,True,True
2044,True,True,False,False
2045,True,True,False,False
2046,True,True,True,True
2047,True,False,False,False
2048,True,True,True,True
2049,True,True,True,True
2050,True,True,True,True
2051,True,True,True,True
2052,True,True,True,True
2053,True,True,False,False
2054,True,True,True,True
2055,True,False,True,True
2056,True,True,True,True
2057,True,True,True,True
2058,True,True,False,False
2059,True,True,True,True
2060,True,True,False,False
2061,True,True,True,True
2062,True,True,True,False
2063,True,True,True,True
2064,True,True,False,False
2065,True,True,False,False
2066,True,False,False,False
2067,True,True,True,True
2068,True,True,True,False
2069,True,True,True,True
2070,True,True,True,True
2071,True,True,True,True
2072,True,True,False,False
2073,True,True,True,True
2074,True,True,True,True
2075,True,True,True,True
2076,True,True,True,False
2077,True,True,False,False
2078,True,True,True,True
2079,True,True,True,True
2080,True,True,False,True
2081,True,True,True,True
2082,True,True,True,True
2083,True,True,True,True
2084,True,True,True,True
2085,True,True,False,False
2086,True,True,False,False
2087,True,False,True,True
2088,True,True,True,True
2089,True,True,True,True
2090,True,True,True,False
2091,True,True,True,True
2092,True,True,False,False
2093,True,True,False,False
2094,True,True,False,False
2095,True,True,True,True
2096,True,True,True,True
2097,True,True,True,False
2098,True,True,True,True
2099,True,True,True,True
2100,True,False,False,False
2101,True,True,True,True
2102,True,True,True,False
2103,True,True,True,True
2104,True,True,True,True
2105,True,True,True,True
2106,True,True,True,True
2107,True,True,True,True
2108,True,True,True,True
2109,True,True,True,True
2110,True,True,False,False
2111,True,True,True,True
2112,True,True,False,False
2113,True,True,False,False
2114,True,False,True,True
2115,True,True,True,True
2116,True,True,True,True
2117,True,True,True,True
2118,True,True,False,False
2119,True,True,True,True
2120,True,True,True,True
2121,True,True,True,True
2122,True,True,True,True
2123,True,True,True,True
2124,True,True,True,True
2125,True,True,True,True
2126,True,True,True,True
2127,True,True,True,True
2128,True,True,True,True
2129,True,True,True,True
2130,True,True,True,True
2131,False,True,False,False
2132,True,True,True,True
2133,True,True,False,False
2134,True,True,False,False
2135,True,True,True,True
2136,True,False,False,False
2137,True,True,True,True
2138,True,False,True,True
2139,True,True,True,True
2140,True,True,True,True
2141,True,True,True,True
2142,True,True,True,True
2143,True,True,True,True
2144,True,True,False,False
2145,True,True,True,True
2146,True,True,True,False
2147,True,True,True,False
2148,True,True,False,False
2149,True,True,True,True
2150,True,True,False,False
2151,True,True,True,True
2152,True,True,False,False
2153,True,True,False,False
2154,True,True,False,False
2155,True,True,True,True
2156,True,True,True,True
2157,True,True,False,False
2158,True,True,True,False
2159,True,True,True,True
2160,True,True,True,True
2161,True,False,True,True
2162,True,True,False,False
2163,True,True,True,True
2164,True,True,False,False
2165,True,True,True,True
2166,True,True,False,False
2167,True,True,True,True
2168,True,True,False,False
2169,True,True,False,True
2170,True,True,True,True
2171,True,False,True,True
2172,True,True,True,True
2173,True,True,True,True
2174,True,False,False,False
2175,True,True,True,True
2176,True,True,True,True
2177,True,True,True,True
2178,True,True,True,True
2179,True,True,True,True
2180,True,False,False,False
2181,True,True,True,True
2182,True,True,True,True
2183,True,False,False,False
2184,True,True,True,True
2185,True,True,True,True
2186,True,True,True,True
2187,True,True,False,False
2188,True,True,False,False
2189,True,True,True,True
2190,True,True,True,True
2191,True,True,True,True
2192,True,True,False,False
2193,True,False,True,True
2194,True,True,True,True
2195,True,True,True,True
2196,True,True,True,True
2197,True,True,False,True
2198,True,True,True,True
2199,True,True,False,False
2200,True,True,True,True
2201,True,True,True,True
2202,True,True,True,True
2203,True,True,False,False
2204,True,True,True,True
2205,True,True,True,True
2206,True,True,True,True
2207,True,True,True,True
2208,True,True,True,True
2209,True,True,True,True
2210,True,True,True,True
2211,True,True,True,True
2212,True,True,True,False
2213,True,True,True,False
2214,True,True,True,True
2215,True,True,True,True
2216,True,True,True,True
2217,True,True,True,True
2218,True,True,True,True
2219,True,True,True,True
2220,True,True,True,True
2221,True,True,True,True
2222,True,True,True,True
2223,False,True,False,False
2224,True,True,True,True
2225,True,True,True,True
2226,True,True,True,True
2227,True,False,False,False
2228,True,False,False,True
2229,True,True,False,False
2230,True,True,True,True
2231,True,True,True,True
2232,True,True,False,False
2233,True,True,True,True
2234,True,True,True,True
2235,True,True,True,True
2236,True,False,False,False
2237,True,True,True,True
2238,True,True,True,True
2239,True,True,True,True
2240,True,True,True,True
2241,True,True,True,True
2242,True,True,True,True
2243,True,True,False,False
2244,True,False,False,False
2245,True,False,False,False
2246,True,True,False,False
2247,True,True,True,True
2248,True,True,False,True
2249,True,True,True,True
2250,True,True,True,True
2251,True,True,True,True
2252,True,True,True,True
2253,True,True,False,False
2254,True,True,True,True
2255,True,True,True,True
2256,True,True,True,True
2257,True,True,True,True
2258,True,True,False,False
2259,True,True,True,True
2260,True,True,True,True
2261,True,False,False,False
2262,True,True,True,True
2263,True,True,True,True
2264,True,True,True,True
2265,True,True,True,True
2266,True,True,True,True
2267,True,True,True,True
2268,True,True,True,True
2269,True,True,True,True
2270,True,True,True,True
2271,True,True,True,True
2272,True,True,True,True
2273,True,False,False,False
2274,True,True,False,False
2275,True,True,True,True
2276,True,True,True,True
2277,True,True,True,True
2278,True,False,False,False
2279,True,True,True,True
2280,True,True,True,True
2281,True,True,True,True
2282,True,True,True,True
2283,True,True,False,False
2284,True,True,True,True
2285,True,True,False,False
2286,True,True,True,True
2287,True,True,True,True
2288,True,True,True,True
2289,True,True,False,False
2290,True,True,False,False
2291,True,True,True,True
2292,True,True,True,True
2293,True,False,False,False
2294,True,True,False,False
2295,True,False,False,False
2296,True,True,False,False
2297,True,True,False,False
2298,True,True,True,True
2299,True,True,True,True
2300,True,True,False,False
2301,True,True,True,True
2302,True,True,False,True
2303,True,True,False,False
2304,True,True,True,True
2305,True,True,True,False
2306,True,True,True,True
2307,True,True,True,True
2308,False,True,True,True
2309,True,True,True,True
2310,True,True,True,True
2311,True,False,False,False
2312,True,True,False,True
2313,True,True,False,False
2314,True,True,True,True
2315,True,True,True,True
2316,True,True,True,True
2317,True,True,False,False
2318,True,True,False,False
2319,False,True,False,False
2320,True,True,True,True
2321,True,True,True,True
2322,True,True,False,False
2323,True,False,False,False
2324,True,True,True,True
2325,True,True,True,True
2326,True,True,True,True
2327,True,True,True,True
2328,True,True,False,False
2329,True,True,True,True
2330,True,True,True,True
2331,True,True,True,True
2332,False,True,False,False
2333,True,True,True,True
2334,True,True,False,True
2335,True,True,True,True
2336,True,True,True,True
2337,True,True,True,True
2338,True,True,True,True
2339,True,True,False,False
2340,True,True,True,True
2341,True,False,False,False
2342,True,True,True,True
2343,True,True,True,True
2344,True,True,True,True
2345,True,True,True,True
2346,True,True,True,True
2347,True,True,True,True
2348,True,True,True,True
2349,True,True,True,True
2350,True,True,False,False
2351,True,True,True,True
2352,True,True,True,True
2353,True,True,True,True
2354,True,True,False,False
2355,True,True,True,False
2356,True,True,False,False
2357,True,True,False,False
2358,True,True,True,True
2359,True,True,True,True
2360,True,True,False,False
2361,True,True,True,True
2362,True,True,True,True
2363,True,True,True,True
2364,True,False,False,False
2365,True,True,True,True
2366,True,True,True,True
2367,True,True,False,False
2368,True,True,True,True
2369,True,True,True,True
2370,True,True,True,True
2371,True,True,True,True
2372,True,True,True,True
2373,True,True,True,True
2374,True,True,True,True
2375,True,True,True,True
2376,True,True,True,True
2377,True,True,True,True
2378,True,True,False,False
2379,True,True,True,True
2380,True,True,True,True
2381,True,False,False,False
2382,True,True,True,True
2383,True,True,True,True
2384,True,True,True,False
2385,True,True,False,False
2386,True,True,True,True
2387,True,True,True,True
2388,True,True,True,True
2389,True,True,True,True
2390,True,True,True,True
2391,True,True,True,True
2392,True,True,True,True
2393,True,True,True,True
2394,True,True,False,False
2395,True,True,True,True
2396,True,True,True,True
2397,True,True,True,True
2398,True,True,False,True
2399,True,True,False,False
2400,True,True,True,True
2401,True,True,True,True
2402,True,True,True,True
2403,True,True,True,True
2404,True,True,False,False
2405,True,True,True,False
2406,True,True,True,True
2407,True,True,True,True
2408,True,False,True,True
2409,True,True,True,True
2410,True,True,True,True
2411,True,True,False,False
2412,True,True,False,False
2413,True,True,True,False
2414,True,True,True,True
2415,True,True,True,True
2416,True,True,True,True
2417,True,True,True,True
2418,True,True,True,True
2419,True,True,False,False
2420,False,False,False,False
2421,True,True,True,True
2422,True,True,True,True
2423,True,True,True,True
2424,True,True,True,True
2425,True,True,True,True
2426,True,True,True,True
2427,True,True,True,True
2428,True,True,True,True
2429,True,True,True,True
2430,True,True,True,True
2431,True,True,True,True
2432,True,True,True,True
2433,True,True,True,True
2434,True,True,True,True
2435,True,True,True,True
2436,True,True,True,False
2437,True,True,True,True
2438,True,True,True,True
2439,True,True,False,False
2440,True,True,True,True
2441,True,True,True,True
2442,True,True,True,True
2443,True,True,True,True
2444,True,True,False,True
2445,True,True,False,False
2446,True,True,True,True
2447,True,True,True,True
2448,True,True,True,True
2449,True,True,False,False
2450,True,True,True,True
2451,True,True,False,False
2452,True,True,True,True
2453,True,False,True,True
2454,True,True,True,True
2455,True,True,True,True
2456,True,True,True,True
2457,True,True,True,True
2458,True,True,True,True
2459,True,True,True,True
2460,True,True,True,True
2461,True,True,True,True
2462,True,True,True,True
2463,True,True,False,True
2464,True,True,True,True
2465,True,True,True,True
2466,True,True,True,False
2467,True,True,True,False
2468,True,True,True,True
2469,True,True,True,True
2470,True,False,False,False
2471,True,True,True,True
2472,True,True,True,True
2473,True,True,True,True
2474,True,True,False,False
2475,True,True,True,True
2476,True,True,True,True
2477,True,True,True,True
2478,True,True,False,False
2479,True,True,True,True
2480,True,True,False,False
2481,True,True,True,True
2482,True,True,True,True
2483,True,False,False,False
2484,True,True,True,True
2485,True,True,True,True
2486,True,True,True,False
2487,True,True,False,False
2488,True,True,False,False
2489,True,True,True,True
2490,True,True,False,False
2491,True,True,True,True
2492,True,True,True,True
2493,True,True,True,True
2494,True,True,False,False
2495,True,True,True,True
2496,True,True,False,False
2497,True,True,True,True
2498,True,True,True,True
2499,True,True,True,True
2500,True,True,False,False
2501,True,True,True,True
2502,True,True,True,True
2503,True,True,True,True
2504,True,True,False,False
2505,True,True,True,False
2506,True,True,True,True
2507,True,True,True,True
2508,True,True,True,True
2509,True,True,True,True
2510,True,False,False,False
2511,True,True,True,True
2512,True,True,True,True
2513,True,True,True,True
2514,True,True,False,False
2515,True,True,True,True
2516,True,True,True,True
2517,True,True,True,True
2518,True,True,False,False
2519,True,True,True,True
2520,True,True,True,True
2521,True,True,False,False
2522,True,True,True,True
2523,True,True,True,True
2524,True,True,False,False
2525,True,True,True,False
2526,True,True,True,True
2527,True,False,False,True
2528,True,True,False,False
2529,True,True,False,False
2530,True,True,True,True
2531,True,True,False,False
2532,True,True,True,True
2533,True,True,True,True
2534,True,True,True,True
2535,True,True,True,True
2536,True,True,False,False
2537,False,True,False,False
2538,True,True,True,False
2539,True,True,True,True
2540,True,True,False,False
2541,True,True,False,False
2542,True,True,True,True
2543,True,True,True,True
2544,True,True,True,True
2545,True,True,True,True
2546,True,False,False,False
2547,True,True,True,False
2548,True,True,True,True
2549,True,True,True,True
2550,True,True,True,True
2551,True,False,False,False
2552,True,True,True,True
2553,True,True,True,True
2554,True,True,True,True
2555,True,True,True,True
2556,True,True,True,True
2557,True,True,True,True
2558,True,True,True,True
2559,True,True,True,True
2560,True,True,True,True
2561,True,True,True,True
2562,True,True,True,True
2563,True,False,False,False
2564,True,True,True,True
2565,True,True,True,True
2566,True,True,True,True
2567,True,True,True,True
2568,True,True,True,True
2569,True,True,True,False
2570,True,True,True,True
2571,True,False,False,False
2572,True,True,True,True
2573,True,False,True,True
2574,True,True,True,True
2575,True,True,True,True
2576,True,True,False,False
2577,True,True,True,True
2578,True,True,True,True
2579,True,True,True,True
2580,True,True,True,True
2581,True,True,True,True
2582,True,True,False,False
2583,True,True,True,True
2584,True,True,True,True
2585,True,True,True,True
2586,True,True,True,True
2587,True,True,True,True
2588,True,True,True,True
2589,True,True,True,True
2590,True,True,False,False
2591,True,False,True,True
2592,True,True,True,True
2593,True,True,True,True
2594,True,True,True,True
2595,True,True,True,True
2596,True,True,False,False
2597,True,True,True,True
2598,True,False,True,True
2599,True,True,True,True
2600,True,True,True,True
2601,True,False,False,False
2602,True,False,False,True
2603,True,True,True,True
2604,True,True,False,False
2605,True,True,False,True
2606,False,True,False,False
2607,True,True,False,False
2608,True,True,True,True
2609,True,True,True,True
2610,True,True,True,True
2611,True,True,True,True
2612,True,True,True,True
2613,True,False,False,False
2614,True,False,False,False
2615,True,True,False,False
2616,True,True,True,True
2617,True,True,True,False
2618,True,True,False,False
2619,True,True,True,True
2620,True,True,True,True
2621,True,True,True,False
2622,True,True,True,True
2623,True,True,True,True
2624,True,True,True,True
2625,True,True,True,True
2626,True,True,True,True
2627,True,True,True,True
2628,True,True,True,False
2629,True,True,True,True
2630,True,True,True,True
2631,True,True,True,True
2632,True,True,True,True
2633,True,True,True,True
2634,True,False,False,False
2635,True,True,True,False
2636,True,True,True,True
2637,True,True,False,False
2638,True,True,True,True
2639,True,True,True,True
2640,True,True,False,False
2641,True,True,True,True
2642,True,True,True,True
2643,True,True,True,True
2644,True,True,True,True
2645,True,True,True,True
2646,True,True,True,True
2647,True,True,True,True
2648,True,True,True,True
2649,True,True,True,True
2650,True,True,False,False
2651,True,True,False,False
2652,True,True,True,True
2653,True,True,True,True
2654,True,True,True,True
2655,True,True,True,True
2656,True,True,False,False
2657,True,True,True,True
2658,True,True,True,True
2659,True,True,True,True
2660,True,True,False,False
2661,True,True,True,True
2662,True,True,True,True
2663,True,True,True,True
2664,True,False,False,False
2665,True,True,True,True
2666,True,True,True,True
2667,True,True,True,True
2668,True,True,True,True
2669,True,True,True,True
2670,False,True,True,True
2671,False,True,False,False
2672,True,True,False,False
2673,True,True,True,True
2674,True,True,True,False
2675,True,True,True,True
2676,True,True,True,True
2677,True,True,False,True
2678,True,True,True,True
2679,True,True,True,True
2680,True,True,True,True
2681,True,True,True,True
2682,True,True,True,True
2683,True,True,True,True
2684,True,True,True,True
2685,True,True,False,True
2686,True,True,True,True
2687,True,True,True,True
2688,True,True,True,True
2689,True,True,True,True
2690,True,True,True,True
2691,True,True,True,False
2692,True,True,True,True
2693,True,True,True,True
2694,True,False,False,True
2695,True,False,False,False
2696,True,True,True,True
2697,True,True,False,False
2698,True,True,True,True
2699,True,True,True,False
2700,True,True,False,False
2701,True,True,True,True
2702,True,True,True,True
2703,True,False,False,False
2704,True,True,True,True
2705,True,True,True,True
2706,True,True,True,True
2707,True,True,True,True
2708,True,False,False,False
2709,True,True,True,True
2710,True,True,True,True
2711,True,True,True,True
2712,True,True,True,True
2713,True,True,True,True
2714,True,True,True,True
2715,True,True,True,True
2716,True,True,True,True
2717,True,True,True,True
2718,True,True,True,False
2719,True,True,True,True
2720,True,True,True,True
2721,True,True,True,True
2722,True,False,True,True
2723,True,True,False,False
2724,True,True,True,True
2725,True,True,True,True
2726,True,True,True,True
2727,True,False,False,False
2728,True,True,True,True
2729,True,True,False,False
2730,True,True,True,True
2731,True,True,True,True
2732,True,True,True,False
2733,True,True,True,True
2734,True,True,True,True
2735,True,True,True,True
2736,True,True,True,True
2737,True,True,True,True
2738,True,True,False,False
2739,True,True,True,True
2740,True,True,False,False
2741,True,True,True,True
2742,True,True,True,True
2743,True,True,True,False
2744,True,True,True,True
2745,True,True,True,True
2746,True,True,True,True
2747,True,True,True,False
2748,True,True,False,False
2749,True,True,True,True
2750,True,True,True,True
2751,True,True,False,False
2752,True,True,True,False
2753,True,True,True,True
2754,True,True,True,True
2755,True,True,True,True
2756,False,True,False,False
2757,True,True,True,True
2758,True,True,True,True
2759,True,True,True,True
2760,True,True,True,True
2761,True,True,True,True
2762,True,True,True,True
2763,True,False,False,True
2764,True,True,True,True
2765,True,True,True,True
2766,True,True,True,True
2767,True,True,False,False
2768,True,True,False,True
2769,True,True,True,True
2770,True,True,True,False
2771,True,True,True,True
2772,True,True,True,True
2773,True,True,True,True
2774,True,True,True,True
2775,True,True,True,True
2776,True,True,True,True
2777,True,False,False,False
2778,True,True,True,True
2779,True,True,True,True
2780,True,True,True,True
2781,True,True,True,False
2782,True,True,True,True
2783,True,True,True,True
2784,True,True,True,False
2785,True,True,True,True
2786,True,True,True,True
2787,True,True,False,False
2788,True,True,True,True
2789,True,True,True,True
2790,True,True,False,False
2791,True,True,True,True
2792,True,True,False,False
2793,True,True,True,True
2794,True,True,True,True
2795,True,True,True,True
2796,True,True,True,True
2797,True,True,True,True
2798,True,True,True,True
2799,True,True,True,True
2800,True,True,False,False
2801,True,True,True,True
2802,True,True,True,True
2803,True,True,True,True
2804,True,True,True,True
2805,True,True,True,True
2806,True,True,False,False
2807,True,True,True,True
2808,True,False,False,False
2809,True,True,False,False
2810,True,True,False,False
2811,True,True,True,True
2812,True,True,True,True
2813,True,False,True,True
2814,True,True,False,False
2815,True,True,True,True
2816,True,True,False,False
2817,True,True,True,False
2818,True,True,True,True
2819,True,True,True,True
2820,True,True,True,True
2821,True,True,True,True
2822,True,True,True,True
2823,True,True,True,True
2824,True,True,True,True
2825,True,False,True,True
2826,True,True,True,True
2827,True,True,True,True
2828,True,True,True,True
2829,True,True,True,True
2830,True,True,True,True
2831,True,True,True,True
2832,True,True,True,True
2833,True,True,False,False
2834,True,True,True,True
2835,True,False,False,False
2836,True,True,False,False
2837,True,True,False,False
2838,True,True,True,False
2839,True,True,False,False
2840,True,True,True,True
2841,True,True,True,False
2842,True,True,True,True
2843,True,True,True,True
2844,True,True,True,True
2845,True,True,True,True
2846,False,True,False,False
2847,True,True,True,True
2848,True,True,True,True
2849,True,True,True,True
2850,True,True,False,False
2851,True,True,True,True
2852,True,True,False,False
2853,True,True,True,True
2854,True,True,True,True
2855,True,True,True,True
2856,True,True,True,True
2857,True,True,True,True
2858,True,True,False,False
2859,True,True,True,True
2860,True,True,True,True
2861,True,True,True,True
2862,True,True,True,True
2863,True,True,True,True
2864,True,True,True,True
2865,True,True,True,True
2866,True,True,True,True
2867,True,True,True,True
2868,True,True,True,True
2869,True,True,False,True
2870,True,True,False,False
2871,True,True,False,False
2872,True,True,False,False
2873,True,True,True,True
2874,True,True,True,True
2875,True,True,True,True
2876,True,True,True,True
2877,True,True,False,False
2878,True,True,False,False
2879,True,True,False,False
2880,True,True,True,True
2881,True,True,True,True
2882,True,True,True,True
2883,True,True,True,True
2884,True,True,True,True
2885,True,True,True,True
2886,True,True,True,True
2887,True,True,True,True
2888,True,True,False,False
2889,True,True,True,True
2890,True,True,True,True
2891,True,True,True,True
2892,True,True,True,True
2893,True,True,True,True
2894,True,True,True,True
2895,True,True,False,False
2896,True,True,True,True
2897,False,False,False,False
2898,True,True,True,True
2899,True,True,True,False
2900,True,True,False,False
2901,True,False,False,False
2902,True,True,False,False
2903,True,True,True,False
2904,True,True,True,True
2905,True,True,True,True
2906,True,True,True,True
2907,True,True,True,True
2908,True,True,True,True
2909,True,False,False,False
2910,True,True,True,True
2911,True,True,True,True
2912,True,True,True,True
2913,True,True,True,True
2914,True,True,True,True
2915,True,True,True,True
2916,True,True,False,False
2917,True,True,True,True
2918,True,True,True,True
2919,True,True,False,False
2920,True,True,True,True
2921,True,False,False,False
2922,True,True,True,True
2923,True,True,True,True
2924,True,False,False,False
2925,True,True,True,True
2926,True,True,False,False
2927,True,True,True,True
2928,True,True,True,True
2929,True,True,True,True
2930,True,True,False,False
2931,True,True,True,True
2932,True,True,True,True
2933,True,True,False,False
2934,True,True,False,False
2935,True,True,True,True
2936,True,True,True,True
2937,True,True,True,True
2938,True,True,True,True
2939,True,True,True,True
2940,True,True,True,True
2941,True,True,True,True
2942,True,True,True,True
2943,True,True,True,False
2944,True,True,True,True
2945,True,True,True,True
2946,False,False,False,False
2947,True,True,True,True
2948,True,True,True,True
2949,True,True,False,False
2950,True,True,True,True
2951,True,True,True,True
2952,True,True,True,True
2953,False,True,False,False
2954,True,True,True,True
2955,True,True,True,True
2956,True,True,False,False
2957,True,True,False,False
2958,True,True,True,True
2959,True,True,True,True
2960,True,True,True,True
2961,True,True,False,False
2962,True,True,True,True
2963,True,True,True,True
2964,True,True,True,False
2965,True,True,True,True
